po_id,supplier_id,order_date,expected_delivery,total_amount,status
3671,20,2023-01-19,2023-01-29,93747.87,Completed
3672,4,2024-04-25,2024-05-09,146981.35,Delayed
3673,10,2024-03-09,2024-03-24,168444.18,Pending
3674,9,2024-01-20,2024-01-30,167357.65,Delayed
3675,8,2024-11-29,2024-12-06,155313.4,Pending
3676,20,2024-06-09,2024-06-19,118570.07,Completed
3677,9,2023-11-29,2023-12-06,143857.7,Pending
3678,8,2024-04-27,2024-05-03,82246.51,Pending
3679,16,2023-06-17,2023-07-01,81338.99,Delayed
3680,5,2024-09-20,2024-10-03,198474.53,Delayed
3681,8,2023-05-01,2023-05-13,83063.67,Completed
3682,7,2023-02-25,2023-03-11,170105.7,Pending
3683,4,2024-10-02,2024-10-12,198160.67,Delayed
3684,13,2024-04-02,2024-04-09,196102.2,Delayed
3685,19,2023-10-20,2023-11-03,144926.18,Completed
3686,2,2024-08-17,2024-08-30,86148.19,Delayed
3687,4,2024-04-09,2024-04-23,155100.56,Delayed
3688,15,2024-08-17,2024-09-01,182709.52,Delayed
3689,20,2024-10-03,2024-10-09,91539.73,Delayed
3690,1,2024-06-29,2024-07-04,173044.25,Pending
3691,2,2023-09-11,2023-09-21,197003.7,Pending
3692,16,2023-07-03,2023-07-13,168099.3,Delayed
3693,3,2024-06-15,2024-06-24,175881.54,Completed
3694,14,2023-09-15,2023-09-23,140697.05,Pending
3695,1,2023-09-30,2023-10-08,176915.74,Completed
3696,19,2024-01-08,2024-01-15,184652.36,Pending
3697,6,2024-09-28,2024-10-08,169616.66,Completed
3698,16,2024-07-16,2024-07-22,98487.76,Pending
3699,11,2023-07-03,2023-07-12,80559.71,Pending
3700,9,2023-11-04,2023-11-12,71215.19,Pending
3701,19,2024-02-25,2024-03-01,123873.11,Delayed
3702,6,2023-06-27,2023-07-05,69596.57,Pending
3703,11,2023-11-19,2023-11-29,55928.91,Pending
3704,10,2024-02-09,2024-02-18,120765.3,Completed
3705,1,2024-07-18,2024-07-24,56149.42,Delayed
3706,8,2024-03-03,2024-03-17,152977.45,Completed
3707,20,2024-02-23,2024-03-07,148929.69,Pending
3708,8,2024-05-10,2024-05-18,162019.14,Pending
3709,13,2023-03-28,2023-04-04,109097.09,Pending
3710,8,2023-06-04,2023-06-10,196622.56,Delayed
3711,8,2024-04-29,2024-05-06,66858.23,Delayed
3712,19,2023-09-18,2023-09-23,60203.18,Completed
3713,13,2024-02-05,2024-02-19,57227.59,Delayed
3714,2,2023-02-08,2023-02-23,68817.02,Completed
3715,16,2024-10-01,2024-10-11,154117.35,Delayed
3716,20,2024-08-09,2024-08-15,185188.36,Completed
3717,5,2023-01-29,2023-02-12,158076.45,Completed
3718,20,2024-07-05,2024-07-10,152578.81,Completed
3719,15,2023-08-12,2023-08-18,80160.35,Completed
3720,14,2023-08-18,2023-09-01,165756.85,Completed
3721,10,2023-07-24,2023-08-02,89595.41,Delayed
3722,5,2023-07-15,2023-07-28,181622.2,Completed
3723,18,2023-01-17,2023-01-22,56180.17,Pending
3724,19,2023-01-01,2023-01-15,144470.23,Completed
3725,14,2024-10-27,2024-11-04,150909.23,Pending
3726,1,2023-08-01,2023-08-09,65787.83,Delayed
3727,11,2024-09-16,2024-09-24,89444.93,Delayed
3728,5,2023-04-18,2023-04-29,87846.88,Delayed
3729,20,2023-10-20,2023-11-03,172591.95,Delayed
3730,5,2024-07-17,2024-07-22,154784.38,Delayed
3731,4,2023-04-27,2023-05-11,130140.81,Delayed
3732,12,2023-09-30,2023-10-15,175756.92,Delayed
3733,2,2024-10-24,2024-11-06,160992.41,Completed
3734,15,2023-04-11,2023-04-16,86868.95,Pending
3735,5,2023-07-26,2023-08-02,183821.32,Delayed
3736,3,2023-06-21,2023-06-28,64107.64,Pending
3737,12,2024-09-01,2024-09-07,56573.49,Completed
3738,14,2023-10-05,2023-10-13,122610.47,Delayed
3739,4,2024-05-02,2024-05-14,84954.31,Completed
3740,5,2024-04-17,2024-04-24,178679.64,Completed
3741,11,2023-06-24,2023-07-06,185070.38,Completed
3742,15,2023-01-21,2023-02-03,98192.75,Delayed
3743,13,2024-08-04,2024-08-11,128599.41,Completed
3744,12,2023-01-31,2023-02-11,126683.07,Delayed
3745,18,2024-09-20,2024-10-02,168754.91,Delayed
3746,12,2024-05-27,2024-06-09,181532.52,Delayed
3747,4,2023-09-16,2023-09-30,170779.25,Pending
3748,12,2023-05-08,2023-05-18,109870.14,Completed
3749,7,2024-05-14,2024-05-25,61785.84,Completed
3750,13,2024-02-01,2024-02-13,141465.74,Pending
3751,5,2023-03-08,2023-03-16,125366.5,Completed
3752,16,2024-09-20,2024-09-29,57454.85,Pending
3753,20,2023-01-31,2023-02-09,103609.74,Completed
3754,2,2024-05-12,2024-05-24,53256.11,Pending
3755,3,2023-01-07,2023-01-16,101265.32,Pending
3756,6,2024-10-07,2024-10-12,168036.6,Delayed
3757,14,2023-12-07,2023-12-17,156975.98,Pending
3758,2,2024-09-23,2024-10-07,103420.24,Delayed
3759,3,2024-11-15,2024-11-29,81901.86,Delayed
3760,17,2023-06-07,2023-06-18,106253.0,Pending
3761,1,2024-12-07,2024-12-12,65698.04,Pending
3762,19,2024-09-19,2024-09-29,104979.67,Completed
3763,16,2023-05-20,2023-06-01,197925.76,Completed
3764,14,2023-12-30,2024-01-08,83962.19,Completed
3765,1,2024-08-29,2024-09-12,122881.09,Delayed
3766,15,2024-09-12,2024-09-26,139974.29,Pending
3767,5,2024-05-01,2024-05-09,119993.44,Delayed
3768,9,2024-09-07,2024-09-17,93330.56,Pending
3769,7,2024-08-15,2024-08-28,134703.4,Completed
3770,15,2023-10-04,2023-10-14,192210.51,Delayed
3771,1,2023-10-15,2023-10-27,64658.49,Delayed
3772,1,2023-11-24,2023-12-07,194500.59,Completed
3773,11,2023-07-30,2023-08-04,182383.37,Delayed
3774,17,2024-06-24,2024-07-04,185192.03,Delayed
3775,13,2023-04-18,2023-05-03,65395.48,Completed
3776,3,2023-02-06,2023-02-11,78246.55,Delayed
3777,17,2024-01-05,2024-01-12,152629.0,Completed
3778,14,2023-01-17,2023-01-30,132009.79,Completed
3779,20,2024-10-09,2024-10-23,92159.94,Completed
3780,8,2023-07-17,2023-07-26,160541.81,Completed
3781,9,2024-08-22,2024-09-01,52908.88,Completed
3782,9,2023-04-07,2023-04-16,152980.85,Completed
3783,1,2023-02-02,2023-02-17,67874.46,Pending
3784,13,2023-07-24,2023-07-29,110377.01,Delayed
3785,8,2023-01-07,2023-01-12,60008.0,Delayed
3786,16,2023-02-12,2023-02-27,109036.38,Completed
3787,16,2023-04-08,2023-04-14,161493.06,Delayed
3788,16,2024-05-17,2024-05-31,143644.71,Completed
3789,10,2024-09-30,2024-10-15,180181.71,Completed
3790,2,2023-09-02,2023-09-11,56230.31,Completed
3791,20,2023-06-18,2023-07-03,195198.26,Pending
3792,16,2023-05-13,2023-05-18,153361.65,Pending
3793,2,2023-08-09,2023-08-19,183874.53,Delayed
3794,1,2023-05-03,2023-05-12,147705.77,Completed
3795,16,2023-09-20,2023-10-04,135180.67,Pending
3796,7,2023-10-04,2023-10-17,115378.77,Completed
3797,14,2024-04-10,2024-04-19,187154.17,Completed
3798,17,2024-08-21,2024-08-31,66488.89,Pending
3799,20,2023-06-28,2023-07-04,143420.44,Delayed
3800,14,2023-03-28,2023-04-12,127614.91,Completed
3801,6,2023-08-06,2023-08-15,131141.47,Delayed
3802,17,2024-04-26,2024-05-09,135856.5,Pending
3803,12,2023-02-19,2023-02-25,64248.99,Delayed
3804,5,2024-04-27,2024-05-06,114546.34,Pending
3805,10,2024-10-19,2024-10-27,197719.01,Delayed
3806,2,2024-12-14,2024-12-25,152954.49,Pending
3807,8,2023-02-28,2023-03-10,198783.93,Completed
3808,16,2023-10-17,2023-10-23,69365.17,Pending
3809,5,2023-08-28,2023-09-10,68030.4,Delayed
3810,4,2024-03-13,2024-03-24,137488.29,Delayed
3811,3,2024-01-25,2024-02-09,108283.69,Delayed
3812,9,2024-02-06,2024-02-19,167548.92,Pending
3813,12,2023-05-02,2023-05-10,151800.28,Completed
3814,5,2024-05-26,2024-06-09,79056.34,Delayed
3815,12,2023-12-14,2023-12-22,75291.24,Completed
3816,1,2024-05-06,2024-05-11,194174.96,Pending
3817,16,2023-03-12,2023-03-27,87614.45,Pending
3818,4,2023-11-25,2023-12-06,111033.64,Delayed
3819,11,2024-09-22,2024-09-28,91551.35,Delayed
3820,12,2023-03-07,2023-03-15,102376.71,Pending
3821,12,2023-08-02,2023-08-09,197763.03,Delayed
3822,11,2024-04-21,2024-05-04,101090.58,Pending
3823,6,2023-08-28,2023-09-07,94283.92,Pending
3824,11,2023-12-28,2024-01-03,82993.22,Delayed
3825,14,2024-06-24,2024-06-29,185970.19,Delayed
3826,13,2024-02-28,2024-03-13,81335.4,Completed
3827,15,2024-09-29,2024-10-11,99490.41,Pending
3828,7,2024-12-13,2024-12-22,174566.29,Pending
3829,3,2023-01-09,2023-01-21,64494.42,Completed
3830,16,2023-05-25,2023-06-06,59124.27,Pending
3831,15,2024-01-01,2024-01-15,105994.42,Pending
3832,16,2024-03-24,2024-04-05,141402.72,Completed
3833,17,2023-11-05,2023-11-15,97009.72,Pending
3834,20,2024-02-25,2024-03-07,68372.14,Delayed
3835,11,2023-09-22,2023-10-03,78662.96,Pending
3836,17,2023-09-07,2023-09-19,61318.54,Pending
3837,5,2023-03-20,2023-03-27,121272.15,Delayed
3838,14,2024-07-25,2024-08-08,98408.03,Pending
3839,2,2023-04-06,2023-04-12,89958.96,Delayed
3840,13,2023-02-19,2023-03-02,163682.58,Pending
3841,15,2024-01-12,2024-01-20,151623.06,Pending
3842,11,2024-05-04,2024-05-10,68896.2,Delayed
3843,19,2024-08-16,2024-08-21,105948.26,Pending
3844,5,2023-01-20,2023-01-28,146525.07,Completed
3845,5,2023-11-28,2023-12-06,181380.53,Delayed
3846,11,2024-03-11,2024-03-26,156792.2,Pending
3847,14,2024-04-04,2024-04-16,187035.99,Completed
3848,20,2024-07-25,2024-08-02,145364.73,Delayed
3849,8,2023-02-14,2023-02-24,171293.63,Pending
3850,19,2024-08-18,2024-08-29,191369.29,Pending
3851,18,2023-03-17,2023-03-24,142226.44,Pending
3852,14,2023-02-04,2023-02-16,90410.83,Delayed
3853,9,2024-04-10,2024-04-20,110783.14,Pending
3854,14,2024-11-14,2024-11-22,178092.22,Delayed
3855,20,2023-12-09,2023-12-19,175850.53,Delayed
3856,11,2024-05-23,2024-06-02,173581.76,Delayed
3857,11,2023-02-12,2023-02-21,53944.27,Delayed
3858,13,2024-09-25,2024-10-09,137561.72,Pending
3859,7,2023-10-23,2023-10-28,50212.9,Pending
3860,11,2024-04-29,2024-05-14,161969.77,Delayed
3861,9,2024-01-23,2024-01-28,118607.62,Pending
3862,19,2024-11-28,2024-12-04,125836.42,Completed
3863,5,2024-08-06,2024-08-19,74611.71,Pending
3864,12,2023-11-01,2023-11-10,154313.37,Delayed
3865,15,2023-11-30,2023-12-08,112374.08,Completed
3866,18,2024-11-05,2024-11-12,158447.27,Delayed
3867,6,2024-01-27,2024-02-10,162688.06,Pending
3868,19,2024-03-13,2024-03-20,137342.47,Delayed
3869,5,2023-10-26,2023-11-08,117028.1,Pending
3870,14,2024-03-16,2024-03-29,177510.32,Pending
3871,16,2024-01-21,2024-01-28,85297.98,Completed
3872,16,2023-10-29,2023-11-12,80214.08,Pending
3873,5,2024-10-21,2024-11-04,142974.23,Completed
3874,18,2023-07-12,2023-07-21,79753.33,Delayed
3875,9,2024-02-25,2024-03-03,142185.27,Pending
3876,5,2023-03-14,2023-03-28,139311.17,Pending
3877,11,2024-04-18,2024-05-03,90181.63,Delayed
3878,17,2024-09-24,2024-10-01,120239.08,Completed
3879,19,2024-12-09,2024-12-20,113783.27,Pending
3880,1,2024-04-26,2024-05-09,140798.46,Delayed
3881,11,2024-09-12,2024-09-23,199526.5,Pending
3882,17,2024-08-31,2024-09-07,102996.33,Pending
3883,15,2024-08-15,2024-08-23,94991.45,Completed
3884,16,2024-07-26,2024-08-04,110234.29,Pending
3885,12,2024-02-20,2024-03-05,84420.08,Completed
3886,16,2024-07-28,2024-08-05,168594.92,Completed
3887,16,2023-11-12,2023-11-20,130906.08,Completed
3888,3,2023-10-01,2023-10-15,78282.69,Pending
3889,7,2024-04-21,2024-05-06,104218.51,Completed
3890,10,2023-12-04,2023-12-13,150604.99,Completed
3891,16,2023-08-14,2023-08-21,136009.71,Pending
3892,15,2023-11-18,2023-11-24,170297.69,Pending
3893,4,2024-01-08,2024-01-13,128806.61,Delayed
3894,2,2023-02-13,2023-02-25,73717.12,Completed
3895,11,2023-02-13,2023-02-23,67002.43,Completed
3896,6,2024-05-18,2024-05-26,198704.63,Pending
3897,18,2023-11-10,2023-11-25,95282.66,Completed
3898,9,2024-06-19,2024-06-28,50238.72,Completed
3899,20,2023-12-30,2024-01-06,144086.25,Delayed
3900,5,2023-03-11,2023-03-26,105069.42,Delayed
3901,12,2024-04-01,2024-04-16,89987.32,Delayed
3902,14,2023-09-24,2023-10-06,194427.6,Pending
3903,11,2023-01-20,2023-02-02,151959.15,Pending
3904,8,2023-12-30,2024-01-06,86014.95,Pending
3905,3,2023-07-06,2023-07-12,62726.1,Pending
3906,12,2024-09-17,2024-09-27,153258.24,Completed
3907,2,2023-05-02,2023-05-11,52026.02,Pending
3908,19,2024-09-04,2024-09-16,127624.61,Delayed
3909,7,2023-09-24,2023-10-08,162180.39,Completed
3910,17,2023-11-20,2023-11-27,197918.45,Delayed
3911,17,2024-11-23,2024-12-07,130603.84,Delayed
3912,4,2024-06-22,2024-07-06,54587.46,Pending
3913,12,2023-08-24,2023-08-29,193545.24,Delayed
3914,4,2023-10-04,2023-10-19,161029.9,Pending
3915,14,2023-08-23,2023-08-28,50586.15,Completed
3916,2,2023-01-23,2023-01-31,130133.77,Delayed
3917,20,2023-10-30,2023-11-12,67045.49,Delayed
3918,12,2024-06-02,2024-06-12,123983.88,Pending
3919,12,2024-01-12,2024-01-22,103271.97,Completed
3920,14,2024-08-16,2024-08-26,53284.0,Completed
3921,6,2024-01-24,2024-02-07,76199.27,Pending
3922,20,2024-08-20,2024-08-30,191967.76,Completed
3923,15,2024-09-16,2024-10-01,163421.51,Pending
3924,17,2024-07-28,2024-08-06,123735.57,Pending
3925,17,2024-05-31,2024-06-08,188552.05,Pending
3926,9,2023-11-06,2023-11-15,82469.74,Pending
3927,4,2023-10-19,2023-10-24,126296.03,Delayed
3928,15,2023-11-03,2023-11-11,122234.88,Completed
3929,12,2024-09-06,2024-09-12,178819.24,Completed
3930,14,2024-03-10,2024-03-19,70875.6,Delayed
3931,16,2024-10-27,2024-11-07,126902.17,Delayed
3932,4,2023-01-17,2023-01-29,130083.4,Pending
3933,9,2024-01-25,2024-01-31,104508.11,Completed
3934,2,2023-03-04,2023-03-12,86597.8,Pending
3935,17,2023-10-26,2023-11-07,131716.12,Pending
3936,4,2023-07-25,2023-08-07,118725.84,Completed
3937,13,2023-10-14,2023-10-22,97740.28,Delayed
3938,3,2024-10-19,2024-10-24,153223.95,Completed
3939,7,2024-11-22,2024-11-28,161584.87,Completed
3940,17,2024-11-25,2024-11-30,142314.54,Completed
3941,3,2024-06-15,2024-06-23,97541.58,Pending
3942,6,2023-01-03,2023-01-15,102539.71,Pending
3943,1,2024-02-09,2024-02-22,198695.79,Completed
3944,11,2024-08-13,2024-08-23,93805.28,Delayed
3945,19,2024-08-01,2024-08-11,97365.71,Pending
3946,8,2023-05-11,2023-05-24,55092.28,Pending
3947,13,2023-12-17,2023-12-30,103899.54,Pending
3948,20,2023-10-14,2023-10-20,91319.73,Pending
3949,4,2024-03-13,2024-03-25,158618.29,Completed
3950,8,2023-02-27,2023-03-09,131162.84,Delayed
3951,8,2023-01-20,2023-01-31,143198.81,Pending
3952,12,2024-09-04,2024-09-15,56152.4,Pending
3953,13,2023-05-21,2023-06-05,111754.3,Delayed
3954,15,2024-12-12,2024-12-17,105964.03,Pending
3955,14,2023-06-27,2023-07-10,63494.22,Delayed
3956,20,2024-08-16,2024-08-30,116721.16,Delayed
3957,18,2024-03-10,2024-03-18,158095.25,Delayed
3958,10,2023-10-27,2023-11-04,155248.76,Pending
3959,10,2023-05-19,2023-06-01,127951.71,Pending
3960,10,2023-12-29,2024-01-12,186216.35,Delayed
3961,4,2023-07-02,2023-07-16,155723.53,Delayed
3962,18,2024-12-06,2024-12-14,197363.24,Completed
3963,2,2024-03-01,2024-03-06,81848.66,Pending
3964,17,2024-08-31,2024-09-12,163700.82,Delayed
3965,15,2024-05-18,2024-05-31,79406.43,Delayed
3966,1,2024-07-25,2024-08-07,193255.42,Delayed
3967,12,2023-08-14,2023-08-29,186315.45,Delayed
3968,10,2023-10-29,2023-11-08,140844.95,Pending
3969,10,2024-08-31,2024-09-06,140362.97,Completed
3970,17,2023-01-21,2023-02-03,61534.23,Delayed
3971,4,2024-08-28,2024-09-11,78816.86,Pending
3972,19,2024-08-01,2024-08-11,152549.28,Pending
3973,6,2024-06-13,2024-06-21,60814.96,Pending
3974,11,2024-08-04,2024-08-15,106694.67,Pending
3975,1,2023-04-23,2023-05-03,93543.53,Completed
3976,7,2023-10-22,2023-10-31,180197.49,Pending
3977,20,2024-05-24,2024-06-05,89113.44,Completed
3978,20,2024-09-22,2024-09-29,154532.65,Delayed
3979,1,2023-11-02,2023-11-17,143309.39,Completed
3980,19,2024-05-24,2024-06-03,67624.65,Delayed
3981,8,2023-01-22,2023-02-02,150956.31,Pending
3982,16,2024-04-24,2024-05-02,124859.05,Completed
3983,15,2023-09-26,2023-10-04,51757.7,Delayed
3984,15,2024-10-31,2024-11-15,121147.21,Completed
3985,1,2024-12-21,2025-01-05,88766.41,Completed
3986,8,2023-01-10,2023-01-23,85355.01,Delayed
3987,3,2024-10-31,2024-11-09,176028.36,Delayed
3988,5,2024-06-26,2024-07-02,104694.38,Delayed
3989,19,2023-06-19,2023-06-29,74502.89,Pending
3990,16,2024-10-20,2024-11-04,195221.64,Pending
3991,4,2023-11-10,2023-11-15,94753.44,Completed
3992,14,2023-05-23,2023-06-04,73568.56,Pending
3993,5,2023-03-11,2023-03-21,139572.63,Completed
3994,9,2024-07-11,2024-07-25,196828.6,Completed
3995,7,2024-06-23,2024-06-28,189330.99,Delayed
3996,2,2023-02-22,2023-03-07,96095.5,Delayed
3997,6,2024-02-12,2024-02-23,110386.0,Completed
3998,12,2023-02-04,2023-02-14,117617.22,Completed
3999,16,2024-04-05,2024-04-18,95629.48,Completed
4000,18,2023-11-26,2023-12-01,178124.05,Pending
4001,20,2023-01-07,2023-01-15,64933.97,Delayed
4002,15,2024-08-16,2024-08-22,52793.4,Delayed
4003,10,2024-04-28,2024-05-06,160767.09,Pending
4004,14,2023-05-29,2023-06-07,166351.09,Delayed
4005,4,2024-09-02,2024-09-10,111437.3,Pending
4006,12,2023-07-21,2023-07-30,100953.08,Pending
4007,10,2023-08-15,2023-08-28,104088.55,Delayed
4008,15,2023-11-20,2023-12-02,185650.98,Completed
4009,12,2024-04-26,2024-05-05,87622.29,Completed
4010,9,2023-06-14,2023-06-22,188950.23,Pending
4011,10,2024-12-21,2024-12-28,83224.95,Pending
4012,1,2023-12-30,2024-01-08,77281.58,Pending
4013,17,2023-09-13,2023-09-19,94238.22,Completed
4014,1,2023-07-19,2023-07-29,123788.73,Completed
4015,10,2024-06-20,2024-07-05,102460.09,Pending
4016,7,2024-02-11,2024-02-23,185246.65,Delayed
4017,1,2024-01-25,2024-01-30,71502.16,Pending
4018,5,2023-04-08,2023-04-13,136932.52,Pending
4019,6,2023-05-04,2023-05-09,117583.72,Pending
4020,5,2023-02-03,2023-02-16,192312.41,Pending
4021,3,2023-02-07,2023-02-16,77696.46,Pending
4022,13,2023-12-08,2023-12-20,74856.99,Pending
4023,19,2024-05-04,2024-05-14,62240.8,Pending
4024,13,2023-06-02,2023-06-15,179453.13,Delayed
4025,16,2023-07-20,2023-07-31,190312.63,Completed
4026,16,2024-04-25,2024-05-08,197521.48,Completed
4027,14,2024-11-19,2024-11-27,96951.32,Pending
4028,13,2023-06-28,2023-07-03,86523.55,Completed
4029,19,2024-11-05,2024-11-19,95096.6,Delayed
4030,19,2024-08-20,2024-09-03,148971.21,Delayed
4031,7,2023-06-26,2023-07-11,141023.97,Pending
4032,12,2023-05-15,2023-05-20,78031.01,Completed
4033,6,2024-04-26,2024-05-03,101017.41,Pending
4034,14,2023-12-15,2023-12-26,74294.44,Delayed
4035,8,2023-09-22,2023-09-29,52536.17,Completed
4036,17,2024-06-14,2024-06-29,79295.74,Delayed
4037,15,2024-10-08,2024-10-17,67280.95,Completed
4038,13,2023-01-22,2023-02-01,166833.83,Delayed
4039,19,2024-01-21,2024-01-26,145455.9,Pending
4040,13,2023-01-09,2023-01-18,113903.05,Completed
4041,16,2023-04-08,2023-04-13,181750.63,Delayed
4042,8,2023-06-26,2023-07-03,147327.52,Completed
4043,17,2023-08-02,2023-08-07,163569.45,Pending
4044,2,2024-11-28,2024-12-05,74907.74,Delayed
4045,11,2024-12-09,2024-12-23,199330.43,Completed
4046,9,2024-09-06,2024-09-19,136998.1,Pending
4047,8,2024-08-08,2024-08-17,183118.64,Pending
4048,7,2023-06-16,2023-06-30,181912.52,Completed
4049,7,2024-03-25,2024-04-07,131211.05,Completed
4050,16,2023-08-03,2023-08-15,64129.46,Delayed
4051,17,2023-06-25,2023-07-08,129717.46,Pending
4052,11,2024-01-22,2024-01-31,185086.28,Delayed
4053,7,2024-12-01,2024-12-10,128115.76,Delayed
4054,12,2023-04-29,2023-05-14,139518.09,Pending
4055,6,2024-02-29,2024-03-13,172746.74,Completed
4056,6,2023-04-10,2023-04-24,180107.27,Pending
4057,18,2023-01-31,2023-02-12,85560.03,Completed
4058,8,2024-05-22,2024-05-28,136392.05,Completed
4059,9,2024-07-18,2024-07-26,181803.55,Completed
4060,16,2023-12-15,2023-12-26,112163.01,Pending
4061,3,2024-08-03,2024-08-11,139692.79,Completed
4062,16,2024-02-05,2024-02-11,88638.59,Pending
4063,11,2023-11-19,2023-12-02,193128.13,Pending
4064,19,2023-05-01,2023-05-09,176296.97,Pending
4065,17,2024-06-26,2024-07-11,66865.18,Completed
4066,4,2023-07-23,2023-07-28,121268.92,Pending
4067,5,2023-05-08,2023-05-20,97262.91,Completed
4068,9,2024-10-30,2024-11-11,112113.85,Completed
4069,15,2023-05-23,2023-06-07,173060.65,Completed
4070,6,2023-06-12,2023-06-23,91770.17,Delayed
4071,17,2023-09-28,2023-10-12,167588.54,Completed
4072,11,2024-11-18,2024-12-03,169816.58,Pending
4073,4,2024-04-18,2024-04-26,129423.51,Delayed
4074,10,2023-03-16,2023-03-26,138300.38,Delayed
4075,12,2023-02-10,2023-02-23,151922.04,Pending
4076,6,2024-10-20,2024-10-27,191382.26,Completed
4077,17,2024-09-23,2024-10-04,153962.37,Completed
4078,14,2024-01-27,2024-02-04,51714.55,Completed
4079,1,2024-10-03,2024-10-17,132747.53,Delayed
4080,15,2024-09-14,2024-09-27,50234.11,Delayed
4081,3,2023-03-30,2023-04-07,171703.88,Pending
4082,4,2023-06-09,2023-06-14,67493.41,Pending
4083,15,2024-02-01,2024-02-12,123558.58,Completed
4084,13,2023-08-09,2023-08-16,69996.99,Completed
4085,4,2023-09-18,2023-09-23,130425.81,Completed
4086,15,2024-09-23,2024-09-30,100736.21,Completed
4087,6,2024-08-24,2024-09-03,170452.79,Delayed
4088,17,2024-12-20,2024-12-28,162396.81,Delayed
4089,15,2024-04-10,2024-04-24,135380.75,Delayed
4090,19,2023-06-04,2023-06-12,80920.29,Pending
4091,11,2023-12-06,2023-12-16,153021.84,Pending
4092,11,2023-05-02,2023-05-11,62682.46,Delayed
4093,17,2024-07-10,2024-07-17,98275.35,Completed
4094,15,2023-03-18,2023-03-29,132070.45,Completed
4095,11,2024-07-21,2024-08-05,197694.84,Delayed
4096,11,2023-08-06,2023-08-15,125389.86,Completed
4097,16,2024-08-23,2024-09-04,175655.53,Completed
4098,12,2023-03-23,2023-04-07,93633.44,Pending
4099,12,2024-03-22,2024-03-31,78666.16,Delayed
4100,20,2023-07-29,2023-08-09,165835.52,Pending
4101,9,2023-02-11,2023-02-17,178260.29,Delayed
4102,4,2023-12-11,2023-12-19,123353.11,Completed
4103,15,2023-09-22,2023-10-01,51570.05,Pending
4104,5,2023-11-23,2023-12-06,187450.46,Pending
4105,7,2023-11-28,2023-12-08,141430.46,Pending
4106,6,2024-12-05,2024-12-15,178467.26,Delayed
4107,9,2024-01-02,2024-01-10,132781.43,Pending
4108,14,2023-11-23,2023-12-06,194744.74,Completed
4109,16,2024-04-09,2024-04-19,170784.12,Completed
4110,17,2024-02-29,2024-03-13,197605.8,Completed
4111,20,2023-01-06,2023-01-13,136140.39,Delayed
4112,3,2023-01-15,2023-01-25,93483.8,Pending
4113,6,2024-06-16,2024-06-21,66735.32,Pending
4114,13,2024-02-12,2024-02-23,60058.29,Pending
4115,6,2024-07-10,2024-07-20,85019.07,Delayed
4116,9,2023-07-10,2023-07-15,170212.3,Delayed
4117,3,2024-01-16,2024-01-21,128643.2,Completed
4118,13,2024-08-21,2024-08-27,169275.57,Pending
4119,10,2023-05-18,2023-06-02,150857.99,Pending
4120,19,2024-07-16,2024-07-28,122390.78,Completed
4121,18,2024-02-03,2024-02-10,119643.12,Pending
4122,17,2024-03-26,2024-04-06,155707.71,Pending
4123,9,2023-08-21,2023-08-26,150574.21,Delayed
4124,14,2024-11-22,2024-11-29,197135.87,Completed
4125,6,2023-11-09,2023-11-22,182669.69,Completed
4126,12,2024-01-05,2024-01-15,134267.41,Pending
4127,6,2024-07-31,2024-08-15,157976.03,Pending
4128,18,2023-08-10,2023-08-20,153556.73,Completed
4129,20,2023-12-02,2023-12-09,70458.84,Completed
4130,10,2024-03-08,2024-03-20,103331.25,Pending
4131,9,2023-08-12,2023-08-20,70344.27,Completed
4132,12,2024-11-28,2024-12-13,183323.92,Pending
4133,8,2024-01-31,2024-02-12,141524.8,Completed
4134,3,2024-07-20,2024-08-03,61696.7,Completed
4135,1,2024-02-08,2024-02-22,94376.02,Pending
4136,16,2023-06-07,2023-06-19,127095.29,Completed
4137,2,2023-06-28,2023-07-07,60594.26,Delayed
4138,15,2024-08-19,2024-08-28,50640.93,Completed
4139,19,2023-05-22,2023-06-05,100165.31,Pending
4140,15,2024-06-14,2024-06-22,107887.61,Pending
4141,12,2023-02-19,2023-03-02,97440.24,Delayed
4142,2,2024-09-15,2024-09-30,108823.4,Pending
4143,8,2023-07-24,2023-08-02,139062.33,Pending
4144,14,2024-06-12,2024-06-17,139357.23,Completed
4145,8,2024-09-17,2024-09-28,138062.89,Completed
4146,12,2023-08-31,2023-09-06,98118.65,Pending
4147,15,2024-04-29,2024-05-08,166320.23,Pending
4148,6,2023-09-02,2023-09-12,171983.38,Delayed
4149,3,2024-09-10,2024-09-25,144208.41,Pending
4150,12,2023-07-16,2023-07-27,117877.3,Completed
4151,16,2023-07-03,2023-07-09,179246.92,Completed
4152,16,2024-12-01,2024-12-10,141825.56,Pending
4153,6,2023-05-26,2023-06-07,110502.45,Pending
4154,20,2023-03-22,2023-04-02,174160.22,Delayed
4155,18,2023-10-17,2023-11-01,134918.19,Completed
4156,4,2024-01-21,2024-01-26,116166.45,Completed
4157,7,2024-06-02,2024-06-14,105109.9,Pending
4158,3,2024-08-05,2024-08-18,134648.81,Pending
4159,15,2024-06-01,2024-06-16,168228.69,Delayed
4160,1,2023-06-12,2023-06-23,68087.43,Delayed
4161,15,2024-04-02,2024-04-15,157521.32,Pending
4162,12,2023-04-17,2023-05-01,68663.34,Completed
4163,10,2024-02-07,2024-02-14,59396.81,Pending
